38019 silly lifecycle postcss-modules-scope@1.1.0~preinstall: no script for preinstall, continuing
44704 silly linkStuff path-exists@2.1.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44705 verbose linkBins path-exists@2.1.0
44706 verbose linkMans path-exists@2.1.0
44707 silly build find-up@1.1.2
44708 info linkStuff find-up@1.1.2
44709 silly linkStuff find-up@1.1.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44710 verbose linkBins find-up@1.1.2
44711 verbose linkMans find-up@1.1.2
44712 silly build read-pkg-up@1.0.1
44713 info linkStuff read-pkg-up@1.0.1
44714 silly linkStuff read-pkg-up@1.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44715 verbose linkBins read-pkg-up@1.0.1
44716 verbose linkMans read-pkg-up@1.0.1
44717 silly build debug@2.6.9
44718 info linkStuff debug@2.6.9
44719 silly linkStuff debug@2.6.9 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules/sockjs-client/node_modules as its parent node_modules
44720 verbose linkBins debug@2.6.9
44721 verbose linkMans debug@2.6.9
44722 silly build debug@2.6.9
44723 info linkStuff debug@2.6.9
44724 silly linkStuff debug@2.6.9 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules/spdy-transport/node_modules as its parent node_modules
44725 verbose linkBins debug@2.6.9
44726 verbose linkMans debug@2.6.9
44727 silly build spdy-transport@2.1.0
44728 info linkStuff spdy-transport@2.1.0
44729 silly linkStuff spdy-transport@2.1.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44730 verbose linkBins spdy-transport@2.1.0
44731 verbose linkMans spdy-transport@2.1.0
44732 silly build debug@2.6.9
44733 info linkStuff debug@2.6.9
44734 silly linkStuff debug@2.6.9 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules/spdy/node_modules as its parent node_modules
44735 verbose linkBins debug@2.6.9
44736 verbose linkMans debug@2.6.9
44737 silly build spdy@3.4.7
44738 info linkStuff spdy@3.4.7
44739 silly linkStuff spdy@3.4.7 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44740 verbose linkBins spdy@3.4.7
44741 verbose linkMans spdy@3.4.7
44742 silly build strip-ansi@3.0.1
44743 info linkStuff strip-ansi@3.0.1
44744 silly linkStuff strip-ansi@3.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44745 verbose linkBins strip-ansi@3.0.1
44746 verbose linkMans strip-ansi@3.0.1
44747 silly build string-width@1.0.2
44748 info linkStuff string-width@1.0.2
44749 silly linkStuff string-width@1.0.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44750 verbose linkBins string-width@1.0.2
44751 verbose linkMans string-width@1.0.2
44752 silly build supports-color@4.5.0
44753 info linkStuff supports-color@4.5.0
44754 silly linkStuff supports-color@4.5.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44755 verbose linkBins supports-color@4.5.0
44756 verbose linkMans supports-color@4.5.0
44757 silly build uuid@2.0.3
44758 info linkStuff uuid@2.0.3
44759 silly linkStuff uuid@2.0.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44760 verbose linkBins uuid@2.0.3
44761 verbose linkMans uuid@2.0.3
44762 silly build yargs-parser@4.2.1
44763 info linkStuff yargs-parser@4.2.1
44764 silly linkStuff yargs-parser@4.2.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44765 verbose linkBins yargs-parser@4.2.1
44766 verbose linkMans yargs-parser@4.2.1
44767 silly build jsonfile@2.4.0
44768 info linkStuff jsonfile@2.4.0
44769 silly linkStuff jsonfile@2.4.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-manifest-plugin/node_modules as its parent node_modules
44770 verbose linkBins jsonfile@2.4.0
44771 verbose linkMans jsonfile@2.4.0
44772 silly build source-map@0.6.1
44773 info linkStuff source-map@0.6.1
44774 silly linkStuff source-map@0.6.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-sources/node_modules as its parent node_modules
44775 verbose linkBins source-map@0.6.1
44776 verbose linkMans source-map@0.6.1
44777 silly build webpack-sources@1.1.0
44778 info linkStuff webpack-sources@1.1.0
44779 silly linkStuff webpack-sources@1.1.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44780 verbose linkBins webpack-sources@1.1.0
44781 verbose linkMans webpack-sources@1.1.0
44782 silly build extract-text-webpack-plugin@3.0.2
44783 info linkStuff extract-text-webpack-plugin@3.0.2
44784 silly linkStuff extract-text-webpack-plugin@3.0.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44785 verbose linkBins extract-text-webpack-plugin@3.0.2
44786 verbose linkMans extract-text-webpack-plugin@3.0.2
44787 silly build ajv-keywords@2.1.1
44788 info linkStuff ajv-keywords@2.1.1
44789 silly linkStuff ajv-keywords@2.1.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44790 verbose linkBins ajv-keywords@2.1.1
44791 verbose linkMans ajv-keywords@2.1.1
44792 silly build ansi-regex@2.1.1
44793 info linkStuff ansi-regex@2.1.1
44794 silly linkStuff ansi-regex@2.1.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44795 verbose linkBins ansi-regex@2.1.1
44796 verbose linkMans ansi-regex@2.1.1
44797 silly build has-flag@2.0.0
44798 info linkStuff has-flag@2.0.0
44799 silly linkStuff has-flag@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44800 verbose linkBins has-flag@2.0.0
44801 verbose linkMans has-flag@2.0.0
44802 silly build is-fullwidth-code-point@1.0.0
44803 info linkStuff is-fullwidth-code-point@1.0.0
44804 silly linkStuff is-fullwidth-code-point@1.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44805 verbose linkBins is-fullwidth-code-point@1.0.0
44806 verbose linkMans is-fullwidth-code-point@1.0.0
44807 silly build pify@2.3.0
44808 info linkStuff pify@2.3.0
44809 silly linkStuff pify@2.3.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44810 verbose linkBins pify@2.3.0
44811 verbose linkMans pify@2.3.0
44812 silly build path-type@2.0.0
44813 info linkStuff path-type@2.0.0
44814 silly linkStuff path-type@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44815 verbose linkBins path-type@2.0.0
44816 verbose linkMans path-type@2.0.0
44817 silly build punycode@1.4.1
44818 info linkStuff punycode@1.4.1
44819 silly linkStuff punycode@1.4.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44820 verbose linkBins punycode@1.4.1
44821 verbose linkMans punycode@1.4.1
44822 silly build strip-ansi@3.0.1
44823 info linkStuff strip-ansi@3.0.1
44824 silly linkStuff strip-ansi@3.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44825 verbose linkBins strip-ansi@3.0.1
44826 verbose linkMans strip-ansi@3.0.1
44827 silly build string-width@1.0.2
44828 info linkStuff string-width@1.0.2
44829 silly linkStuff string-width@1.0.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules/cliui/node_modules as its parent node_modules
44830 verbose linkBins string-width@1.0.2
44831 verbose linkMans string-width@1.0.2
44832 silly build strip-bom@3.0.0
44833 info linkStuff strip-bom@3.0.0
44834 silly linkStuff strip-bom@3.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44835 verbose linkBins strip-bom@3.0.0
44836 verbose linkMans strip-bom@3.0.0
44837 silly build load-json-file@2.0.0
44838 info linkStuff load-json-file@2.0.0
44839 silly linkStuff load-json-file@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44840 verbose linkBins load-json-file@2.0.0
44841 verbose linkMans load-json-file@2.0.0
44842 silly build read-pkg@2.0.0
44843 info linkStuff read-pkg@2.0.0
44844 silly linkStuff read-pkg@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44845 verbose linkBins read-pkg@2.0.0
44846 verbose linkMans read-pkg@2.0.0
44847 silly build read-pkg-up@2.0.0
44848 info linkStuff read-pkg-up@2.0.0
44849 silly linkStuff read-pkg-up@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44850 verbose linkBins read-pkg-up@2.0.0
44851 verbose linkMans read-pkg-up@2.0.0
44852 silly build supports-color@4.5.0
44853 info linkStuff supports-color@4.5.0
44854 silly linkStuff supports-color@4.5.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44855 verbose linkBins supports-color@4.5.0
44856 verbose linkMans supports-color@4.5.0
44857 silly build which-module@2.0.0
44858 info linkStuff which-module@2.0.0
44859 silly linkStuff which-module@2.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44860 verbose linkBins which-module@2.0.0
44861 verbose linkMans which-module@2.0.0
44862 silly build yargs-parser@7.0.0
44863 info linkStuff yargs-parser@7.0.0
44864 silly linkStuff yargs-parser@7.0.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack/node_modules as its parent node_modules
44865 verbose linkBins yargs-parser@7.0.0
44866 verbose linkMans yargs-parser@7.0.0
44867 silly build websocket-extensions@0.1.3
44868 info linkStuff websocket-extensions@0.1.3
44869 silly linkStuff websocket-extensions@0.1.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44870 verbose linkBins websocket-extensions@0.1.3
44871 verbose linkMans websocket-extensions@0.1.3
44872 silly build websocket-driver@0.7.0
44873 info linkStuff websocket-driver@0.7.0
44874 silly linkStuff websocket-driver@0.7.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44875 verbose linkBins websocket-driver@0.7.0
44876 verbose linkMans websocket-driver@0.7.0
44877 silly build faye-websocket@0.11.1
44878 info linkStuff faye-websocket@0.11.1
44879 silly linkStuff faye-websocket@0.11.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules/sockjs-client/node_modules as its parent node_modules
44880 verbose linkBins faye-websocket@0.11.1
44881 verbose linkMans faye-websocket@0.11.1
44882 silly build sockjs-client@1.1.4
44883 info linkStuff sockjs-client@1.1.4
44884 silly linkStuff sockjs-client@1.1.4 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44885 verbose linkBins sockjs-client@1.1.4
44886 verbose linkMans sockjs-client@1.1.4
44887 silly build faye-websocket@0.10.0
44888 info linkStuff faye-websocket@0.10.0
44889 silly linkStuff faye-websocket@0.10.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44890 verbose linkBins faye-websocket@0.10.0
44891 verbose linkMans faye-websocket@0.10.0
44892 silly build sockjs@0.3.18
44893 info linkStuff sockjs@0.3.18
44894 silly linkStuff sockjs@0.3.18 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/webpack-dev-server/node_modules as its parent node_modules
44895 verbose linkBins sockjs@0.3.18
44896 verbose linkMans sockjs@0.3.18
44897 silly build faye-websocket@0.11.1
44898 info linkStuff faye-websocket@0.11.1
44899 silly linkStuff faye-websocket@0.11.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44900 verbose linkBins faye-websocket@0.11.1
44901 verbose linkMans faye-websocket@0.11.1
44902 silly build sockjs-client@1.1.4
44903 info linkStuff sockjs-client@1.1.4
44904 silly linkStuff sockjs-client@1.1.4 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44905 verbose linkBins sockjs-client@1.1.4
44906 verbose linkMans sockjs-client@1.1.4
44907 silly build whatwg-encoding@1.0.3
44908 info linkStuff whatwg-encoding@1.0.3
44909 silly linkStuff whatwg-encoding@1.0.3 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44910 verbose linkBins whatwg-encoding@1.0.3
44911 verbose linkMans whatwg-encoding@1.0.3
44912 silly build html-encoding-sniffer@1.0.2
44913 info linkStuff html-encoding-sniffer@1.0.2
44914 silly linkStuff html-encoding-sniffer@1.0.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44915 verbose linkBins html-encoding-sniffer@1.0.2
44916 verbose linkMans html-encoding-sniffer@1.0.2
44917 silly build whatwg-fetch@2.0.4
44918 info linkStuff whatwg-fetch@2.0.4
44919 silly linkStuff whatwg-fetch@2.0.4 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44920 verbose linkBins whatwg-fetch@2.0.4
44921 verbose linkMans whatwg-fetch@2.0.4
44922 silly build isomorphic-fetch@2.2.1
44923 info linkStuff isomorphic-fetch@2.2.1
44924 silly linkStuff isomorphic-fetch@2.2.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44925 verbose linkBins isomorphic-fetch@2.2.1
44926 verbose linkMans isomorphic-fetch@2.2.1
44927 silly build fbjs@0.8.16
44928 info linkStuff fbjs@0.8.16
44929 silly linkStuff fbjs@0.8.16 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44930 verbose linkBins fbjs@0.8.16
44931 verbose linkMans fbjs@0.8.16
44932 silly build prop-types@15.6.1
44933 info linkStuff prop-types@15.6.1
44934 silly linkStuff prop-types@15.6.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44935 verbose linkBins prop-types@15.6.1
44936 verbose linkMans prop-types@15.6.1
44937 silly build eslint-plugin-react@7.4.0
44938 info linkStuff eslint-plugin-react@7.4.0
44939 silly linkStuff eslint-plugin-react@7.4.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44940 verbose linkBins eslint-plugin-react@7.4.0
44941 verbose linkMans eslint-plugin-react@7.4.0
44942 silly build webidl-conversions@3.0.1
44943 info linkStuff webidl-conversions@3.0.1
44944 silly linkStuff webidl-conversions@3.0.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/whatwg-url/node_modules as its parent node_modules
44945 verbose linkBins webidl-conversions@3.0.1
44946 verbose linkMans webidl-conversions@3.0.1
44947 silly build whatwg-url@4.8.0
44948 info linkStuff whatwg-url@4.8.0
44949 silly linkStuff whatwg-url@4.8.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44950 verbose linkBins whatwg-url@4.8.0
44951 verbose linkMans whatwg-url@4.8.0
44952 silly build whet.extend@0.9.9
44953 info linkStuff whet.extend@0.9.9
44954 silly linkStuff whet.extend@0.9.9 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44955 verbose linkBins whet.extend@0.9.9
44956 verbose linkMans whet.extend@0.9.9
44957 silly build svgo@0.7.2
44958 info linkStuff svgo@0.7.2
44959 silly linkStuff svgo@0.7.2 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44960 verbose linkBins svgo@0.7.2
44961 verbose link bins [ { svgo: './bin/svgo' },
44961 verbose link bins   '/mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin',
44961 verbose link bins   false ]
44962 verbose linkMans svgo@0.7.2
44963 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/svgo is being purged
44964 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/svgo
44965 silly build postcss-svgo@2.1.6
44966 info linkStuff postcss-svgo@2.1.6
44967 silly linkStuff postcss-svgo@2.1.6 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44968 verbose linkBins postcss-svgo@2.1.6
44969 verbose linkMans postcss-svgo@2.1.6
44970 silly build cssnano@3.10.0
44971 info linkStuff cssnano@3.10.0
44972 silly linkStuff cssnano@3.10.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44973 verbose linkBins cssnano@3.10.0
44974 verbose linkMans cssnano@3.10.0
44975 silly build css-loader@0.28.7
44976 info linkStuff css-loader@0.28.7
44977 silly linkStuff css-loader@0.28.7 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/react-scripts/node_modules as its parent node_modules
44978 verbose linkBins css-loader@0.28.7
44979 verbose linkMans css-loader@0.28.7
44980 silly build which@1.3.0
44981 info linkStuff which@1.3.0
44982 silly linkStuff which@1.3.0 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
44983 verbose linkBins which@1.3.0
44984 verbose link bins [ { which: './bin/which' },
44984 verbose link bins   '/mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin',
44984 verbose link bins   false ]
44985 verbose linkMans which@1.3.0
44986 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/which is being purged
44987 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.bin/which
44988 silly build node-notifier@5.2.1
44989 info linkStuff node-notifier@5.2.1
44990 silly linkStuff node-notifier@5.2.1 has /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules as its parent node_modules
